18171182,620732773,2
18171182,2002910627,1
620732773,2431400324,1
620732773,66513690,1
620732773,2111246749,1
620732773,2317646066,1
620732773,159818430,1
620732773,2304140017,1
620732773,2798428225,1
620732773,2043787132,1
620732773,21216054,1
620732773,195157884,2
620732773,2644724634,1
620732773,437941331,1
620732773,2463646169,1
620732773,2162574041,1
620732773,2156882731,1
620732773,1491795629,1
400323076,2002906405,3
400323076,2405775641,1
400323076,2627135980,1
400323076,2289381742,1
400323076,1560725665,1
400323076,2144924319,2
400323076,2231128773,1
400323076,2058416079,1
2002906405,2405775641,1
2002906405,2144924319,2
2002906405,2171980484,1
687641213,2026319576,1
687641213,2114990222,1
687641213,2472873814,4
687641213,2670337805,2
687641213,2432645846,1
687641213,2131966272,1
2026319576,2008507727,1
2026319576,683639875,1
2026319576,2671691258,1
2026319576,14565796,1
2026319576,1821814957,1
2026319576,1895892524,1
2026319576,2438606040,1
2026319576,2008572949,2
2026319576,1671689109,1
2026319576,2123179472,1
2026319576,2127203327,1
2026319576,1784686120,1
2026319576,2140191612,1
2026319576,2564605977,1
2026319576,2123678519,1
2079158144,2183602536,1
2183602536,730947879,1
2117127927,2171298838,2
2117127927,2139439197,2
2117127927,2722275875,1
2117127927,2061074560,1
2117127927,318516288,2
2117127927,2130903245,1
2117127927,2276732019,3
2117127927,61597068,2
2117127927,696208266,1
2117127927,2555317598,1
2117127927,1985938362,1
2117127927,2137555727,1
2117127927,2114468277,1
2117127927,668764113,1
2117127927,2176357113,1
2117127927,2071984077,1
2117127927,2131840961,1
2117127927,128335373,1
2117127927,193460008,1
2117127927,2326945342,1
2117127927,673017202,1
2117127927,2110278953,1
2117127927,2038999308,1
2117127927,2048335354,1
2117127927,2136579914,1
2117127927,2193907057,1
2117127927,2211904837,1
2171298838,2139439197,1
2171298838,2158378096,1
2171298838,2161070301,1
2171298838,2074616311,2
2171298838,2068668851,2
2171298838,862711258,1
2171298838,2398680437,1
2171298838,311794911,1
2171298838,2097011020,1
2171298838,2687884753,1
2171298838,2712290458,1
2171298838,729699849,1
2171298838,2136579914,1
2171298838,2193907057,1
2171298838,2211904837,1
